Cluster,Target_Gene,Drug_Name,Interaction_Score,Type,Source
Mesenchymal,NQO1,CHEMBL:CHEMBL1287895,2.007838406110982,[],['DTC']
Mesenchymal,NQO1,CHEMBL:CHEMBL1288253,2.007838406110982,[],['DTC']
Mesenchymal,NQO1,VATIQUINONE,2.007838406110982,['modulator'],['ChEMBL']
Mesenchymal,NQO1,CHEMBL:CHEMBL1287867,2.007838406110982,[],['DTC']
Mesenchymal,F2R,ATOPAXAR,2.007838406110982,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,F2R,PZ-128,2.007838406110982,['inhibitor'],['ChEMBL']
Mesenchymal,F2R,COMPOUND 22 [WO2019141694A1],2.007838406110982,['inhibitor'],['GuideToPharmacology']
Mesenchymal,F2R,"N-(5-{4-CHLORO-3-[(2-HYDROXYETHYL)SULFAMOYL]PHENYL}-4-METHYL-1,3-THIAZOL-2-YL)ACETAMIDE",2.007838406110982,['inhibitor'],['GuideToPharmacology']
Mesenchymal,F2R,VORAPAXAR SULFATE,2.007838406110982,['inhibitor'],['ChEMBL']
Mesenchymal,CNN1,FIRSOCOSTAT,1.864421377103054,['modulator'],['GuideToPharmacology']
Mesenchymal,CNN1,CLESACOSTAT,1.864421377103054,['inhibitor'],['GuideToPharmacology']
Mesenchymal,TFPI,DEFIBROTIDE,1.831712230136334,[],['NCI']
Mesenchymal,EDNRA,AMBRISENTAN,1.815784297700366,['inhibitor'],"['TEND', 'TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,CXCL2,RECOMBINANT NEUROTROPHIC FACTOR,1.740126618629517,[],['NCI']
Mesenchymal,CSF1,ANTISERUM,1.704613830494221,[],['NCI']
Mesenchymal,EDNRA,MACITENTAN,1.702297779094093,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,KCNJ8,SARAKALIM,1.631368704965172,['potentiator'],['ChEMBL']
Mesenchymal,KCNJ8,NAMINIDIL,1.631368704965172,['potentiator'],['ChEMBL']
Mesenchymal,CALCRL,ATOGEPANT,1.631368704965172,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,UBROGEPANT,1.631368704965172,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,ZAVEGEPANT,1.631368704965172,['inhibitor'],['ChEMBL']
Mesenchymal,TFPI2,HEPARIN,1.631368704965172,[],['NCI']
Mesenchymal,HBEGF,COMPOUND 17 [PMID: 34176264],1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,NELADALKIB,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,UNECRITINIB,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,ANTI-HBEGF MONOCLONAL ANTIBODY U3-1565,1.631368704965172,[],['TTD']
Mesenchymal,HBEGF,ZOTIZALKIB,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,FICONALKIB,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,TL13-112,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,ENVONALKIB,1.631368704965172,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,JNJ-27141491,1.581933289663198,['modulator'],['GuideToPharmacology']
Mesenchymal,ACTA2,RS-136270,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,GSK COMPOUND 34,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,INCB8761,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,PF-04634817,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,MC148R,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,TEIJIN-LEAD_CMP_5,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,RS-102895,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,CCR2-RA-[R],1.581933289663198,['modulator'],['GuideToPharmacology']
Mesenchymal,ACTA2,VCCL4,1.581933289663198,['agonist'],['GuideToPharmacology']
Mesenchymal,ACTA2,SB-282241,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,INCB3284,1.581933289663198,['inhibitor'],['GuideToPharmacology']
Mesenchymal,SERPINE1,DIAPLASININ,1.535405839967221,[],['TTD']
Mesenchymal,SERPINE1,THR-18,1.535405839967221,[],['TTD']
Mesenchymal,EDNRA,SITAXENTAN,1.513153581416971,['inhibitor'],"['TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,DCN,RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,1.491537101682443,[],['NCI']
Mesenchymal,VIM,GELDANAMYCIN,1.392101294903614,[],['NCI']
Mesenchymal,TFPI,ANDEXANET ALFA,1.37378417260225,['inhibitor'],['ChEMBL']
Mesenchymal,LAMA4,OCRIPLASMIN,1.37378417260225,['cleavage'],['ChEMBL']
Mesenchymal,LAMA2,OCRIPLASMIN,1.37378417260225,['cleavage'],['ChEMBL']
Mesenchymal,MMP2,INCYCLINIDE,1.37378417260225,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,EDNRA,SPARSENTAN,1.361838223275274,['inhibitor'],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,COL1A1,PAMIDRONATE,1.355942819711312,[],['PharmGKB']
Mesenchymal,FAP,SZM594,1.338558937407321,['inhibitor'],['GuideToPharmacology']
Mesenchymal,FAP,AZD-5423,1.338558937407321,['inhibitor'],['GuideToPharmacology']
Mesenchymal,FN1,AS1409,1.338558937407321,[],['TdgClinicalTrial']
Mesenchymal,AFP,POLYESTRADIOL PHOSPHATE,1.338558937407321,[],['NCI']
Mesenchymal,AFP,TEGAFUR-URACIL,1.338558937407321,[],['NCI']
Mesenchymal,F2R,ARGATROBAN,1.338558937407321,[],['NCI']
Mesenchymal,PDGFRB,PETROSIOL A,1.321615153389507,[],['DTC']
Mesenchymal,VIM,DIMETHYL SULFOXIDE,1.305094963972138,[],['NCI']
Mesenchymal,CXCL12,CHLORAMBUCIL,1.305094963972138,[],['PharmGKB']
Mesenchymal,TAGLN,AZACITIDINE,1.305094963972138,[],['NCI']
Mesenchymal,C1S,HUMAN C1-ESTERASE INHIBITOR,1.305094963972138,['inhibitor'],['ChEMBL']
Mesenchymal,GDF15,CALCITRIOL,1.242947584735369,[],['NCI']
Mesenchymal,PLAU,SARUPLASE,1.242947584735369,[],['TTD']
Mesenchymal,PLAU,WX-UK1,1.242947584735369,[],['TdgClinicalTrial']
Mesenchymal,PLAU,RAZOXANE,1.242947584735369,[],['NCI']
Mesenchymal,PTGDS,THERAPEUTIC HORMONE,1.186449967247398,[],['NCI']
Mesenchymal,ABCC9,SARAKALIM,1.186449967247398,['potentiator'],['ChEMBL']
Mesenchymal,ABCC9,NAMINIDIL,1.186449967247398,['potentiator'],['ChEMBL']
Mesenchymal,ABCC9,PINACIDIL,1.186449967247398,['potentiator'],['ChEMBL']
Mesenchymal,COL12A1,"COMPOUND 29 [MOSLIN ET AL., 2017]",1.186449967247398,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,BPN14770,1.186449967247398,['modulator'],['GuideToPharmacology']
Mesenchymal,GEM,LIRILUMAB,1.186449967247398,[],['TTD']
Mesenchymal,GEM,SALVIANOLIC ACID B,1.186449967247398,['inhibitor'],['GuideToPharmacology']
Mesenchymal,MDK,TRETINOIN,1.147336232063418,[],['NCI']
Mesenchymal,EDNRA,ATRASENTAN,1.134865186062728,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,EDNRA,SITAXENTAN SODIUM,1.134865186062728,['inhibitor'],['ChEMBL']
Mesenchymal,EDNRA,ENRASENTAN,1.134865186062728,['inhibitor'],['ChEMBL']
Mesenchymal,EDNRA,TEZOSENTAN,1.134865186062728,['inhibitor'],['ChEMBL']
Mesenchymal,CALCRL,GALCANEZUMAB,1.087579136643448,[],['TTD']
Mesenchymal,CCL2,RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,1.087579136643448,[],['TTD']
Mesenchymal,CXCL2,DEXTRAN SULFATE SODIUM,1.087579136643448,[],['NCI']
Mesenchymal,COL1A1,ETIDRONIC ACID,1.065383644058888,[],['PharmGKB']
Mesenchymal,IL6,ZILTIVEKIMAB,1.065383644058888,['binder'],['ChEMBL']
Mesenchymal,IL6,PF-04236921,1.065383644058888,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL6,MRA 003 US,1.065383644058888,['inhibitor'],['ChEMBL']
Mesenchymal,IL6,MEDI-5117,1.065383644058888,['inhibitor'],['ChEMBL']
Mesenchymal,IL6,ELSILIMOMAB,1.065383644058888,['inhibitor'],['ChEMBL']
Mesenchymal,IL6,SIRUKUMAB,1.065383644058888,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL6,YSIL6,1.065383644058888,[],['TTD']
Mesenchymal,IL6,CLAZAKIZUMAB,1.065383644058888,[],['TTD']
Mesenchymal,SERPINE1,DEFIBROTIDE,1.023603893311481,[],['NCI']
Mesenchymal,SERPINE1,CETRORELIX,1.023603893311481,[],['NCI']
Mesenchymal,IL1B,LUTIKIZUMAB,1.02360389331148,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL1B,GLUCOSAMINE,1.02360389331148,[],['TTD']
Mesenchymal,IL1B,CDP-484,1.02360389331148,['inhibitor'],['ChEMBL']
Mesenchymal,CD70,METOLAZONE,1.003919203055491,['inhibitor'],['GuideToPharmacology']
Mesenchymal,F2R,VORAPAXAR,1.003919203055491,[],"['TTD', 'TdgClinicalTrial']"
Mesenchymal,F2R,DESIRUDIN,1.003919203055491,[],['NCI']
Mesenchymal,COL1A1,ZOLEDRONIC ACID ANHYDROUS,0.9943580677882958,[],['PharmGKB']
Mesenchymal,COL1A1,SOMATROPIN (RECOMBINANT DNA ORIGIN),0.9943580677882958,[],['PharmGKB']
Mesenchymal,CSPG4,ALTEPLASE,0.9943580677882957,[],['NCI']
Mesenchymal,CTSK,HEPARAN SULFATE,0.9667370103497321,[],['NCI']
Mesenchymal,DKK1,ALENDRONATE SODIUM,0.9667370103497321,[],['PharmGKB']
Mesenchymal,CD68,FUROSEMIDE,0.966737010349732,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CD68,BUMETANIDE,0.966737010349732,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCC9,NICORANDIL,0.9491599737979187,[],['TTD']
Mesenchymal,COL5A3,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.9322106885515274,['cleavage'],['ChEMBL']
Mesenchymal,COL5A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.9322106885515274,['cleavage'],['ChEMBL']
Mesenchymal,COL6A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.9322106885515274,['cleavage'],['ChEMBL']
Mesenchymal,COL5A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.9322106885515274,['cleavage'],['ChEMBL']
Mesenchymal,TNC,LEVOSIMENDAN,0.9322106885515274,[],['TTD']
Mesenchymal,COL18A1,GLUTAMINE,0.9322106885515273,[],['NCI']
Mesenchymal,MMP2,ULINASTATIN,0.9158561150681672,[],['PharmGKB']
Mesenchymal,TWIST1,FLUOROURACIL,0.900065492394578,[],['PharmGKB']
Mesenchymal,HMOX1,VITAMIN D,0.8923726249382143,[],['NCI']
Mesenchymal,PDGFRB,BECAPLERMIN,0.8810767689263381,['agonist'],"['TEND', 'TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,GDF15,NONSTEROIDAL ANTIINFLAMMATORY DRUG,0.8773747656955551,[],['NCI']
Mesenchymal,F2R,THROMBIN,0.8365993358795758,[],['NCI']
Mesenchymal,KCNJ8,TOLBUTAMIDE,0.8156843524825864,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CALCRL,DAVALINTIDE,0.8156843524825864,['agonist'],['ChEMBL']
Mesenchymal,CALCRL,FREMANEZUMAB,0.8156843524825864,[],['TTD']
Mesenchymal,HBEGF,CEP-37440,0.8156843524825864,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,COMPOUND 5G [PMID: 20483621],0.8156843524825864,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,ENSARTINIB,0.8156843524825864,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,COMPOUND 5M [PMID: 20483621],0.8156843524825864,['inhibitor'],['GuideToPharmacology']
Mesenchymal,FAP,TALABOSTAT,0.8031353624443928,[],['TTD']
Mesenchymal,AFP,POLYETHYLENE GLYCOL 4000,0.8031353624443928,[],['NCI']
Mesenchymal,COL1A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.7990377330441664,['cleavage'],"['TEND', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,ACTA2,AZD2423,0.790966644831599,['modulator'],['GuideToPharmacology']
Mesenchymal,ACTA2,PLOZALIZUMAB,0.790966644831599,['antibody'],['GuideToPharmacology']
Mesenchymal,ACTA2,BMS-681,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,BMS-753426,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,[125I]CCL2 (HUMAN),0.790966644831599,['agonist'],['GuideToPharmacology']
Mesenchymal,ACTA2,CCL26,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,ILACIRNON,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,COMPOUND 39 [PMID: 31742400],0.790966644831599,['modulator'],['GuideToPharmacology']
Mesenchymal,ACTA2,CCL24,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,PDE4 INHIBITOR 16,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,COMPOUND 3M [PMID: 32603117],0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,CBS-3595,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,MORACIN M,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,NERANDOMILAST,0.790966644831599,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CXCL2,RECOMBINANT FIBROBLAST GROWTH FACTOR 2,0.790966644831599,[],['NCI']
Mesenchymal,TFPI,TINZAPARIN SODIUM,0.7850195272012863,[],['NCI']
Mesenchymal,IL1B,NIMUSTINE,0.7677029199836107,[],['NCI']
Mesenchymal,EDNRA,FR139317,0.7565767907084859,[],['TTD']
Mesenchymal,EDNRA,ENDOTHELIN-1,0.7565767907084859,[],['TTD']
Mesenchymal,EDNRA,SOVATELTIDE,0.7565767907084859,[],['TdgClinicalTrial']
Mesenchymal,ABCA1,PROBUCOL,0.7529394022916183,['inhibitor'],"['TTD', 'ChEMBL', 'GuideToPharmacology']"
Mesenchymal,NQO1,DICUMAROL,0.7529394022916183,[],"['NCI', 'PharmGKB']"
Mesenchymal,PDE1A,PENTOXIFYLLINE,0.745768550841222,['inhibitor'],['ChEMBL']
Mesenchymal,CXCL12,RITUXIMAB,0.725052757762299,[],['PharmGKB']
Mesenchymal,CXCL2,BACILLUS CALMETTE-GUERIN ANTIGEN,0.725052757762299,[],['NCI']
Mesenchymal,IL6,VITAMIN A PALMITATE,0.7102557627059256,[],['NCI']
Mesenchymal,VIM,ALDESLEUKIN,0.6960506474518071,[],['NCI']
Mesenchymal,PLTP,SIMVASTATIN,0.696050647451807,[],['NCI']
Mesenchymal,COL5A3,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,COL3A1,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,COL5A1,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,COL6A1,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,COL5A2,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,LAMB1,OCRIPLASMIN,0.6868920863011254,['cleavage'],['ChEMBL']
Mesenchymal,MMP2,TST10088,0.6868920863011254,[],['TdgClinicalTrial']
Mesenchymal,MMP2,REBIMASTAT,0.6868920863011254,['inhibitor'],"['NCI', 'ChEMBL']"
Mesenchymal,MMP2,S-3304,0.6868920863011254,['vaccine'],['TALC']
Mesenchymal,HMOX1,SELENIUM,0.6824025955409874,[],['NCI']
Mesenchymal,IL1B,TILUDRONIC ACID,0.6824025955409873,[],['PharmGKB']
Mesenchymal,IL1B,RILONACEPT,0.6824025955409873,['inhibitor'],"['TTD', 'ChEMBL']"
Mesenchymal,IL1B,THYROGLOBULIN,0.6824025955409873,[],['NCI']
Mesenchymal,IL1B,AUTOANTIGEN,0.6824025955409873,[],['NCI']
Mesenchymal,GEM,TRANYLCYPROMINE,0.6779714098556563,['inhibitor'],['GuideToPharmacology']
Mesenchymal,F2R,RUSALATIDE,0.6692794687036606,[],['TdgClinicalTrial']
Mesenchymal,TGM2,LEVAMISOLE,0.6692794687036606,[],['NCI']
Mesenchymal,TGM2,ACIVICIN,0.6692794687036606,[],['NCI']
Mesenchymal,TGM2,RECOMBINANT INTERLEUKIN-8,0.6692794687036606,[],['NCI']
Mesenchymal,PDGFRB,RINUCUMAB,0.6608075766947535,['inhibitor'],['ChEMBL']
Mesenchymal,PDGFRB,CDP-860,0.6608075766947535,['inhibitor'],['ChEMBL']
Mesenchymal,CSF1,DACTINOMYCIN,0.639230186435333,[],['NCI']
Mesenchymal,COL6A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.621473792367685,['cleavage'],['ChEMBL']
Mesenchymal,COL1A2,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.621473792367685,['cleavage'],"['TEND', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,COL18A1,HEPARAN SULFATE,0.6214737923676849,[],['NCI']
Mesenchymal,PLAU,AMEDIPLASE,0.6214737923676849,[],['TTD']
Mesenchymal,PLAU,PHOSPHODIESTERASE INHIBITOR,0.6214737923676849,[],['NCI']
Mesenchymal,PLAU,UK-356202,0.6214737923676849,[],['TTD']
Mesenchymal,ADM,ALTEPLASE,0.6214737923676849,[],['NCI']
Mesenchymal,TFPI,CHONDROITIN SULFATES,0.6105707433787781,[],['NCI']
Mesenchymal,DKK1,THERAPEUTIC ANDROSTANOLONE,0.6105707433787781,[],['NCI']
Mesenchymal,VCAN,CYCLOSPORINE,0.6000436615963853,[],['NCI']
Mesenchymal,ABCC9,GLIMEPIRIDE,0.5932249836236992,[],['TTD']
Mesenchymal,ABCC9,TOLBUTAMIDE,0.5932249836236992,[],['TTD']
Mesenchymal,CTSL,THERAPEUTIC HORMONE,0.5932249836236992,[],['NCI']
Mesenchymal,COL12A1,RO20-1724,0.5932249836236992,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,"6-HYDROXY-5,7-DIMETHOXYFLAVONE",0.5932249836236992,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,MK-0359,0.5932249836236992,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,CDP840,0.5932249836236992,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL12A1,RS-25344,0.5932249836236992,['inhibitor'],['GuideToPharmacology']
Mesenchymal,DKK1,PROTEASOME INHIBITOR,0.5800422062098393,[],['NCI']
Mesenchymal,CSPG4,LEUCOVORIN CALCIUM,0.5800422062098392,[],['PharmGKB']
Mesenchymal,C1S,ANTITHROMBIN ALFA,0.5800422062098392,[],['TdgClinicalTrial']
Mesenchymal,CD70,CHLOROTHIAZIDE,0.5736681160317092,['inhibitor'],['GuideToPharmacology']
Mesenchymal,NQO1,SULFORAPHANE,0.5736681160317092,[],['DTC']
Mesenchymal,DCN,ASCORBIC ACID,0.5736681160317092,[],['NCI']
Mesenchymal,F2R,TINZAPARIN SODIUM,0.5736681160317092,[],['NCI']
Mesenchymal,EDNRA,APROCITENTAN,0.5674325930313644,['inhibitor'],['ChEMBL']
Mesenchymal,TFPI,MUPARFOSTAT,0.5495136690409004,[],['NCI']
Mesenchymal,MMP2,DEMETHYLWEDELOLACTONE,0.5495136690409004,[],['DTC']
Mesenchymal,KCNJ8,MINOXIDIL,0.5437895683217243,['activator'],['GuideToPharmacology']
Mesenchymal,HBEGF,COMPOUND 5N [PMID: 20483621],0.5437895683217243,['inhibitor'],['GuideToPharmacology']
Mesenchymal,HBEGF,COMPOUND 15 [PMID: 24900237],0.5437895683217243,['inhibitor'],['GuideToPharmacology']
Mesenchymal,CSF1,PEXIDARTINIB,0.5326918220294442,[],['CIViC']
Mesenchymal,IL6,CHINESE HERBS,0.5326918220294442,[],['NCI']
Mesenchymal,IL6,SIGNAL TRANSDUCTION INHIBITOR,0.5326918220294442,[],['NCI']
Mesenchymal,IL6,METRONIDAZOLE,0.5326918220294442,[],['NCI']
Mesenchymal,IL6,HMG-COA REDUCTASE INHIBITOR,0.5326918220294442,[],['NCI']
Mesenchymal,IL6,ECHINACEA PREPARATION,0.5326918220294442,[],['NCI']
Mesenchymal,IL6,ZILTIVEKIMAB,0.5326918220294442,[],['TTD']
Mesenchymal,COL1A2,RECOMBINANT TRANSFORMING GROWTH FACTOR,0.5273110965543993,[],['NCI']
Mesenchymal,ACTA2,CCL2,0.5273110965543993,['agonist'],['GuideToPharmacology']
Mesenchymal,ACTA2,HIV-TAT,0.5273110965543993,['agonist'],['GuideToPharmacology']
Mesenchymal,ACTA2,BMS-741672,0.5273110965543993,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,CCL16,0.5273110965543993,['agonist'],['GuideToPharmacology']
Mesenchymal,ACTA2,TAK-779,0.5273110965543993,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,RS-504393,0.5273110965543993,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ACTA2,[125I]CCL7 (HUMAN),0.5273110965543993,['agonist'],['GuideToPharmacology']
Mesenchymal,CSPG4,BEVACIZUMAB,0.5220379855888553,[],['PharmGKB']
Mesenchymal,ADM,"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",0.5220379855888553,[],['PharmGKB']
Mesenchymal,SERPINE1,GLYCYRRHETINIC ACID,0.5118019466557405,[],['NCI']
Mesenchymal,SERPINE1,NORETHINDRONE ACETATE,0.5118019466557405,[],['NCI']
Mesenchymal,RND3,MIBEFRADIL,0.5118019466557405,['blocker'],['GuideToPharmacology']
Mesenchymal,CXCL2,DEFEROXAMINE,0.5118019466557405,[],['NCI']
Mesenchymal,RGS4,DOCOSAPENTAENOIC ACID,0.5118019466557404,[],['DTC']
Mesenchymal,RGS4,URIDINE MONOPHOSPHATE,0.5118019466557404,[],['DTC']
Mesenchymal,RGS4,PODOCARIC ACID,0.5118019466557404,[],['DTC']
Mesenchymal,RGS4,5-HYDROXYFLAVONE,0.5118019466557404,[],['DTC']
Mesenchymal,RGS4,LEUKOTRIENE D4,0.5118019466557404,[],['DTC']
Mesenchymal,RGS4,D-ALANINE,0.5118019466557404,[],['DTC']
Mesenchymal,IL1B,MAFOSFAMIDE,0.5118019466557404,[],['NCI']
Mesenchymal,IL1B,CHINESE HERBS,0.5118019466557404,[],['NCI']
Mesenchymal,IL1B,ECHINACEA PREPARATION,0.5118019466557404,[],['NCI']
Mesenchymal,KCNJ8,DIAZOXIDE,0.5019596015277455,['potentiator'],['ChEMBL']
Mesenchymal,ABCA1,MRS1066,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,MRS1084,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,METRIFUDIL,0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,ABCA1,MRS1065,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,BIHELICAL APOA-I MIMETIC PEPTIDE 5A,0.5019596015277455,[],['GuideToPharmacology']
Mesenchymal,ABCA1,MRS923,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,GR79236,0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,ABCA1,MORIN,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,MRS1086,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,CV-1674,0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,ABCA1,KF 17837S,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,MRS1132,0.5019596015277455,['inhibitor'],['GuideToPharmacology']
Mesenchymal,ABCA1,[3H]CGS 21680,0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,ABCA1,CGS 24012,0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,ABCA1,COMPOUND 4G [PMID: 22220592],0.5019596015277455,['agonist'],['GuideToPharmacology']
Mesenchymal,PLAU,PROTEIN KINASE INHIBITOR,0.4971790338941479,[],['NCI']
Mesenchymal,DCN,MARIMASTAT,0.4971790338941479,['inhibitor'],['GuideToPharmacology']
Mesenchymal,COL1A2,TNF-ALPHA,0.483368505174866,[],['NCI']
Mesenchymal,MYLK,TOZASERTIB,0.4767470188026075,['inhibitor'],['DTC']
Mesenchymal,COL12A1,DIFAMILAST,0.4745799868989593,['inhibitor'],['GuideToPharmacology']
Mesenchymal,PDGFRB,TELATINIB,0.472005411924824,['inhibitor'],"['TTD', 'MyCancerGenome', 'TdgClinicalTrial', 'TALC', 'ChEMBL']"
Mesenchymal,PDE1A,DIPYRIDAMOLE,0.4661053442757637,['inhibitor'],['ChEMBL']
Mesenchymal,COL6A3,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.4661053442757637,['cleavage'],['ChEMBL']
Mesenchymal,COL4A1,COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,0.4661053442757637,['cleavage'],['ChEMBL']
Mesenchymal,COL18A1,VITAMIN E,0.4661053442757636,[],['NCI']
Mesenchymal,PLAU,UROKINASE,0.4661053442757636,[],"['TTD', 'TdgClinicalTrial', 'ChEMBL']"
Mesenchymal,COL6A2,OCRIPLASMIN,0.4579280575340836,['cleavage'],['ChEMBL']
Mesenchymal,HSPG2,HALOPERIDOL DECANOATE,0.4579280575340836,[],['PharmGKB']
Mesenchymal,MMP2,PERFOSFAMIDE,0.4579280575340836,[],['NCI']
Mesenchymal,MMP2,RAMIPRIL,0.4579280575340836,[],['NCI']
Mesenchymal,MMP2,SHARK CARTILAGE EXTRACT AE-941,0.4579280575340836,[],['TdgClinicalTrial']
Mesenchymal,FAP,TAK-632,0.4461863124691071,['inhibitor'],['GuideToPharmacology']
Mesenchymal,AFP,METHYLNITROSOUREA,0.4461863124691071,[],['NCI']
Mesenchymal,CD70,CYCLOTHIAZIDE,0.4461863124691071,['inhibitor'],['GuideToPharmacology']
Mesenchymal,NQO1,ITRACONAZOLE,0.4461863124691071,[],['NCI']
Mesenchymal,TGM2,PERFOSFAMIDE,0.446186312469107,[],['NCI']
Mesenchymal,SERPINE1,RECOMBINANT INTERLEUKIN,0.4386873828477776,[],['NCI']
Mesenchymal,SERPINE1,TINZAPARIN SODIUM,0.4386873828477776,[],['NCI']
Mesenchymal,GDF15,DICLOFENAC SODIUM,0.4386873828477775,[],['NCI']
Mesenchymal,RND3,DINOPROSTONE,0.4350316546573794,['activator'],['GuideToPharmacology']
