Unnamed: 0,group,names,scores,logfoldchanges,pvals,pvals_adj
12098,Mesenchymal-like,SOD3,21.802292,3.0185957,2.2068293726903247e-105,1.0550746143719459e-103
12099,Mesenchymal-like,CTSL,21.674076,2.3827474,3.6039305230411417e-104,1.6960998024062373e-102
12100,Mesenchymal-like,PLTP,21.288939,2.3766017,1.4374487115686534e-100,6.559993210976945e-99
12101,Mesenchymal-like,TMEM119,21.206139,8.180495,8.38180962386824e-100,3.7680612816553936e-98
12102,Mesenchymal-like,MT1E,20.724257,2.2999578,2.0933542878751605e-95,9.13794654359418e-94
12103,Mesenchymal-like,MYLK,20.579857,3.1869302,4.1590724105586284e-94,1.789589442943227e-92
12104,Mesenchymal-like,LAMA4,20.571857,3.1422784,4.905080617989057e-94,2.0808595523074704e-92
12105,Mesenchymal-like,HSPB8,20.46007,6.1522393,4.886762572137403e-93,2.0442956760108134e-91
12106,Mesenchymal-like,NQO1,20.12716,1.5730325,4.267756143718284e-90,1.7608878773807497e-88
12107,Mesenchymal-like,PRRX1,20.037672,3.6168628,2.585785098785296e-89,1.0524844212893662e-87
12108,Mesenchymal-like,CSF1,19.905962,3.2772696,3.612890560949462e-88,1.450936849277304e-86
12109,Mesenchymal-like,CXCL3,19.470984,3.4710124,1.9352294174144428e-84,7.47296282724654e-83
12110,Mesenchymal-like,ABCA1,19.362978,3.5797713,1.5845731175967393e-83,6.041435734432123e-82
12111,Mesenchymal-like,OLFML2B,19.312592,6.9596696,4.209103921809214e-83,1.5847276265611686e-81
12112,Mesenchymal-like,VCAN,19.244732,2.8093994,1.5626908394631518e-82,5.81089482526298e-81
12113,Mesenchymal-like,PLS3,18.943932,2.7188053,4.955540529602762e-80,1.7983238644775324e-78
12114,Mesenchymal-like,DST,18.84101,1.9225298,3.4826080882727736e-79,1.2487637573663803e-77
12115,Mesenchymal-like,LAYN,18.348614,5.627664,3.386462932010878e-75,1.1724168219789384e-73
12116,Mesenchymal-like,COL5A1,18.287714,5.08297,1.0367379196785913e-74,3.5484711523544515e-73
12117,Mesenchymal-like,GDF15,18.155584,4.4159193,1.1598704302833831e-73,3.8816997066817225e-72
12118,Mesenchymal-like,PLPP1,18.10518,2.3488958,2.900560775591728e-73,9.60053742426625e-72
12119,Mesenchymal-like,TFPI2,18.037626,3.321771,9.869339816414033e-73,3.2311360355477238e-71
12120,Mesenchymal-like,CSPG4,17.878883,6.522381,1.7225459722873414e-71,5.5788263102467447e-70
12121,Mesenchymal-like,TIMP4,17.802397,5.723829,6.770855252365541e-71,2.16955489575798e-69
12122,Mesenchymal-like,ZNF385D,17.296732,3.5369303,4.9784180961385325e-67,1.5146459904615417e-65
12123,Mesenchymal-like,FAP,17.168402,5.088061,4.5784888624402674e-66,1.3653869756108996e-64
12124,Mesenchymal-like,CXCL2,16.605919,2.2178366,6.314640066206388e-62,1.8113996075632042e-60
12125,Mesenchymal-like,LRRC17,16.450396,6.410754,8.332327384133897e-61,2.3237935260195645e-59
12126,Mesenchymal-like,HEG1,16.166063,4.220084,8.751361270211401e-59,2.35349108445328e-57
12127,Mesenchymal-like,C1S,16.074715,1.5049033,3.837579494293098e-58,1.0229017200717532e-56
12128,Mesenchymal-like,CD68,16.01992,1.9017231,9.276944777537149e-58,2.451066462275605e-56
12129,Mesenchymal-like,COX7A1,15.971524,4.8185906,2.0179451476017545e-57,5.285261551805639e-56
12130,Mesenchymal-like,EGFL7,15.765568,1.6695158,5.368803390555836e-56,1.3940375700305324e-54
12131,Mesenchymal-like,RND3,15.758058,1.7113471,6.046260043446723e-56,1.5565243804155152e-54
12132,Mesenchymal-like,RCN3,15.742322,2.7807422,7.754490242402882e-56,1.979366492382837e-54
12133,Mesenchymal-like,HMOX1,15.722858,2.7959325,1.0545633233205872e-55,2.669197251967738e-54
12134,Mesenchymal-like,PLAUR,15.592313,1.3185309,8.210623672090329e-55,2.0608665416946722e-53
12135,Mesenchymal-like,HSPG2,15.523192,2.900071,2.4171892080843783e-54,6.0170032188017755e-53
12136,Mesenchymal-like,F2R,15.516024,3.5891268,2.702891517944753e-54,6.6730403705324585e-53
12137,Mesenchymal-like,MYO1B,15.360596,1.5024283,3.0079681858684264e-53,7.30645175470621e-52
12138,Mesenchymal-like,COL8A1,15.213723,2.150026,2.867603647618756e-52,6.854938243355313e-51
12139,Mesenchymal-like,PCOLCE2,15.146634,3.8793478,7.974760418598141e-52,1.891336880379339e-50
12140,Mesenchymal-like,CTHRC1,15.127666,2.5543246,1.0640221173062464e-51,2.4843679204080735e-50
12141,Mesenchymal-like,PDGFRB,15.04008,6.3681746,4.010637789338496e-51,9.292339247298113e-50
12142,Mesenchymal-like,TNC,14.743676,2.3209844,3.3788176814892867e-49,7.768701417286817e-48
12143,Mesenchymal-like,COL5A3,14.514397,8.135363,9.821841051060195e-48,2.207715316850247e-46
12144,Mesenchymal-like,ARC,14.304109,5.5072207,2.06263873007417e-46,4.534794054732409e-45
12145,Mesenchymal-like,ADM,13.953764,2.0069275,2.9842961599650484e-44,6.513550749141105e-43
12146,Mesenchymal-like,RP11-124N14.3,13.944749,4.262963,3.3863573837885284e-44,7.337919740986366e-43
12147,Mesenchymal-like,FBLN1,13.931546,1.2955393,4.0743620553373996e-44,8.76569893619732e-43
12148,Mesenchymal-like,TGM2,13.783491,2.7144594,3.203970372346501e-43,6.748502630424938e-42
12150,Mesenchymal-like,ACTG2,13.765927,3.3720493,4.086092778789765e-43,8.487800999803291e-42
12151,Mesenchymal-like,AKAP12,13.693461,3.8755012,1.1108873460532588e-42,2.2761855008927999e-41
12152,Mesenchymal-like,CFH,13.457001,3.702989,2.800540633507808e-41,5.661227106124508e-40
12153,Mesenchymal-like,CYR61,13.371727,1.2728288,8.846294555107779e-41,1.752963105262147e-39
12154,Mesenchymal-like,ANTXR1,13.169892,2.4348776,1.3078403610956428e-39,2.541429140400049e-38
12155,Mesenchymal-like,CXCL12,13.08414,5.606995,4.057246149952249e-39,7.833606027984727e-38
12156,Mesenchymal-like,ADAMTS1,12.803036,3.3519113,1.5766527238449696e-37,2.986715725925188e-36
12157,Mesenchymal-like,RRAD,12.650314,4.631179,1.114285067463404e-36,2.071744829135662e-35
12158,Mesenchymal-like,TNIP3,12.632332,3.7890868,1.4006473187598403e-36,2.5881900147881227e-35
12159,Mesenchymal-like,FOXS1,12.553737,9.381495,3.791834620966015e-36,6.964027974603438e-35
12160,Mesenchymal-like,CHN1,12.260427,2.590293,1.477190141668063e-34,2.6802992209061478e-33
12161,Mesenchymal-like,RGS4,12.173116,5.2606845,4.322603302264635e-34,7.796216255341965e-33
12162,Mesenchymal-like,SLC9A3R2,12.107616,1.8495196,9.62510542694406e-34,1.7256439015449706e-32
12163,Mesenchymal-like,NEFL,11.987913,8.400235,4.111319338182382e-33,7.284290498003137e-32
12164,Mesenchymal-like,TRABD2A,11.90194,4.144526,1.1562719982644674e-32,2.024820499286381e-31
12165,Mesenchymal-like,LTBP4,11.818757,1.2020879,3.122705704822712e-32,5.436756984350295e-31
12166,Mesenchymal-like,AFP,11.489382,5.419776,1.491757646166076e-30,2.538516401272441e-29
12167,Mesenchymal-like,OLFML3,11.482021,4.8100386,1.6243733583234672e-30,2.7486587389158885e-29
12168,Mesenchymal-like,C10orf10,11.4669075,1.920919,1.9345024298282466e-30,3.2551515746607144e-29
12169,Mesenchymal-like,TYMS,11.415082,1.1189101,3.5157226779779854e-30,5.882975947816493e-29
12170,Mesenchymal-like,CCDC102B,11.259643,3.5318787,2.0759980615309325e-29,3.416888612749272e-28
12171,Mesenchymal-like,HBEGF,11.20906,1.94616,3.6808306928011436e-29,6.025359807998392e-28
12172,Mesenchymal-like,CCL2,11.112273,2.4271421,1.093397499839611e-28,1.780169334874005e-27
12173,Mesenchymal-like,TNFRSF10D,10.941701,4.1442876,7.282038561078601e-28,1.1792204379553088e-26
12174,Mesenchymal-like,COL12A1,10.56194,2.9975288,4.473172920505447e-26,7.128675574900743e-25
12175,Mesenchymal-like,TNFAIP6,10.537489,1.8572041,5.80277837004764e-26,9.198930763464996e-25
12176,Mesenchymal-like,C1orf54,10.419823,2.5139544,2.0132746948141915e-25,3.141960300922458e-24
12177,Mesenchymal-like,MEG3,10.395491,4.509957,2.5994583176475965e-25,4.035860027193072e-24
12178,Mesenchymal-like,MFAP4,10.374784,5.5412054,3.2294056878228466e-25,4.988189708575597e-24
12179,Mesenchymal-like,MMP19,10.332888,4.1465244,5.003108958255307e-25,7.688451113400502e-24
12180,Mesenchymal-like,LOX,10.257782,2.0743964,1.091858983611771e-24,1.663931060717933e-23
12181,Mesenchymal-like,GGT5,10.23566,3.8120706,1.3725629863237299e-24,2.077467193370389e-23
12182,Mesenchymal-like,NID2,10.123311,7.702834,4.3543048369560236e-24,6.557583084455771e-23
12183,Mesenchymal-like,AKR1C1,9.9890375,1.493257,1.7022637977199794e-23,2.5257234279470827e-22
12184,Mesenchymal-like,MMP11,9.958558,3.4615896,2.3139492712118306e-23,3.4164780416127617e-22
12187,Mesenchymal-like,ADAMTS14,9.791343,6.8470683,1.2265560143342818e-22,1.7592317691308838e-21
12188,Mesenchymal-like,GJC1,9.741184,5.3368073,2.0119495921392962e-22,2.8450667471941587e-21
12189,Mesenchymal-like,NID1,9.540156,4.1445737,1.426167093207056e-21,2.0072968620278748e-20
12191,Mesenchymal-like,IL13RA2,9.420544,7.505844,4.4875907748600975e-21,6.143919733581189e-20
12192,Mesenchymal-like,TSPAN7,9.383307,5.473604,6.393527891368322e-21,8.713713126154473e-20
12193,Mesenchymal-like,NR2F1,9.248824,3.2159274,2.269753665095132e-20,3.05200805324399e-19
12194,Mesenchymal-like,MATN3,9.2156925,5.5928636,3.092767196386136e-20,4.140184353562241e-19
12195,Mesenchymal-like,PDPN,9.194568,5.912733,3.7650548496883e-20,5.017851861619982e-19
12196,Mesenchymal-like,LINC00863,9.057701,1.4025295,1.3322843925547792e-19,1.744713300163041e-18
12197,Mesenchymal-like,CTGF,9.023631,1.5718275,1.8195587793092645e-19,2.3725156031513002e-18
12198,Mesenchymal-like,TRAF1,8.9646845,3.2983494,3.1116948179437465e-19,4.0053097400199004e-18
12199,Mesenchymal-like,SNCG,8.914299,1.6413003,4.90910271190591e-19,6.292007390749192e-18
12204,Mesenchymal-like,LDB2,8.649624,5.799477,5.1669642303319355e-18,6.43094886849578e-17
12205,Mesenchymal-like,CDKN3,8.624473,1.1906679,6.438873396607672e-18,7.981023321227288e-17
12206,Mesenchymal-like,SDPR,8.596908,5.228561,8.189251978968275e-18,1.0109027442890345e-16
12207,Mesenchymal-like,IFIT3,8.581137,1.0293804,9.39403236851149e-18,1.1501961582909191e-16
12208,Mesenchymal-like,ARHGAP24,8.548943,2.6995027,1.2422175693044408e-17,1.50869327368749e-16
12209,Mesenchymal-like,LIFR,8.520792,3.104495,1.5846556122102824e-17,1.9168605236856915e-16
12210,Mesenchymal-like,RRM2,8.489452,1.1634538,2.076134006898051e-17,2.491360808277661e-16
12211,Mesenchymal-like,DCN,8.471936,2.9975698,2.413473846186241e-17,2.8846758828226023e-16
12212,Mesenchymal-like,DKK1,8.416831,1.6469529,3.8680441491017105e-17,4.604960069997769e-16
12213,Mesenchymal-like,PTGDS,8.40609,4.2918663,4.239066738138878e-17,5.007085888342863e-16
12214,Mesenchymal-like,ENPP2,8.303604,5.2104626,1.0099960914242348e-16,1.1791117160348045e-15
12216,Mesenchymal-like,LINC01436,8.041527,1.4993136,8.872571145702431e-16,1.0161286802606738e-14
12218,Mesenchymal-like,HSPA6,7.803143,2.763298,6.038400034226636e-15,6.837466504921288e-14
12219,Mesenchymal-like,LEF1,7.743187,4.123198,9.6955136690609e-15,1.0937410925547353e-13
12220,Mesenchymal-like,JAG1,7.688369,1.3264593,1.4902253190288273e-14,1.650205390042216e-13
12221,Mesenchymal-like,PLAC9,7.620354,5.2812386,2.529809816915216e-14,2.780944222098041e-13
12222,Mesenchymal-like,SERPINF1,7.3224263,2.9073436,2.435271094564876e-13,2.6196559060105026e-12
12224,Mesenchymal-like,MIR181A1HG,7.077244,2.4050398,1.4704972539235213e-12,1.5486495555306455e-11
12225,Mesenchymal-like,ADAM19,7.030144,3.8995695,2.063203750052256e-12,2.1652856080687784e-11
12226,Mesenchymal-like,NREP,6.8954287,1.3366698,5.370270866688349e-12,5.5585071651083525e-11
12227,Mesenchymal-like,TNFSF9,6.8304305,4.8209424,8.466027118643271e-12,8.643957180119841e-11
12228,Mesenchymal-like,ADAMTS6,6.8251734,3.8792033,8.781932185592835e-12,8.936209372637033e-11
12229,Mesenchymal-like,TBX2,6.7274013,5.361396,1.7271996545558308e-11,1.7399081469973788e-10
12230,Mesenchymal-like,HAS2,6.6736884,4.533141,2.4945325218733148e-11,2.4961900185655896e-10
12231,Mesenchymal-like,PTX3,6.6536274,2.778263,2.8595633769899156e-11,2.8425758717800745e-10
12232,Mesenchymal-like,ZDBF2,6.535681,5.607499,6.332080988933601e-11,6.273759190351317e-10
12234,Mesenchymal-like,AC017002.2,6.4311104,1.3953153,1.2667507139371654e-10,1.2428186157585482e-09
12235,Mesenchymal-like,HTRA3,6.3989697,4.673382,1.5642871559906303e-10,1.5248002957423232e-09
12236,Mesenchymal-like,LINC00944,6.1507344,2.889686,7.712488322837667e-10,7.398093894390782e-09
12237,Mesenchymal-like,MAP3K7CL,5.9250574,4.984911,3.1218813700757603e-09,2.9384708395838088e-08
12238,Mesenchymal-like,LUM,5.882032,2.4571424,4.052596553303649e-09,3.8026233079596855e-08
12239,Mesenchymal-like,COL16A1,5.737071,1.1801866,9.632793472857783e-09,8.87277490527451e-08
12240,Mesenchymal-like,TWIST1,5.7200685,3.1382174,1.0648101733747174e-08,9.778073909160514e-08
12242,Mesenchymal-like,BRCA1,5.6670847,1.3923959,1.4524773900077576e-08,1.3217105434149145e-07
12243,Mesenchymal-like,NRN1,5.6414256,1.0576619,1.6864773816602004e-08,1.5300210462531698e-07
12245,Mesenchymal-like,ULBP2,5.467395,1.6296613,4.566984631497996e-08,4.069750801796439e-07
12248,Mesenchymal-like,CALCRL,5.2942777,4.1414056,1.194878285358706e-07,1.0431806943479487e-06
12249,Mesenchymal-like,ABCC9,5.281505,5.176346,1.28127007110506e-07,1.1121571914030087e-06
12250,Mesenchymal-like,EDNRA,5.2186217,3.3253565,1.8025948697901809e-07,1.5380781155263525e-06
12251,Mesenchymal-like,SEPT4,5.192073,2.0709083,2.0796554980259538e-07,1.769469593235642e-06
12252,Mesenchymal-like,SULF1,5.1704407,3.0023932,2.3354255007730846e-07,1.9814934107967688e-06
12253,Mesenchymal-like,MCAM,5.160189,1.7453139,2.467004143303355e-07,2.087251820120704e-06
12254,Mesenchymal-like,OLFML2A,5.1400385,3.1443346,2.746820451530075e-07,2.317485490198483e-06
12258,Mesenchymal-like,NOTCH3,4.968821,1.0431952,6.736112406735775e-07,5.55867686824333e-06
12259,Mesenchymal-like,PCSK5,4.9652667,3.2627952,6.860672867154219e-07,5.6459963595269145e-06
12260,Mesenchymal-like,PDE1A,4.897383,6.72464,9.712135958869496e-07,7.949172148944273e-06
12261,Mesenchymal-like,ECSCR.1,4.853999,4.561228,1.2099615343691938e-06,9.823191756118627e-06
12264,Mesenchymal-like,EPOR,4.751233,1.1910424,2.0217992341401867e-06,1.6025419192711166e-05
12265,Mesenchymal-like,PGAP1,4.6651525,1.6659867,3.083883077844067e-06,2.4063875208461995e-05
12267,Mesenchymal-like,PHACTR1,4.5855536,2.3708649,4.527848249364505e-06,3.487948574702273e-05
12270,Mesenchymal-like,KCNJ8,4.425227,6.352389,9.634085319885505e-06,7.290920850124406e-05
12272,Mesenchymal-like,ITGBL1,4.36551,2.3619633,1.2682639293745334e-05,9.50251481411964e-05
12274,Mesenchymal-like,CARMN,4.2819686,5.4806213,1.852471661074001e-05,0.0001377690035346
12276,Mesenchymal-like,HECW2,4.185816,2.781717,2.841439283068659e-05,0.0002087418322098
12277,Mesenchymal-like,LAMA2,4.1798415,3.3378608,2.917122953430664e-05,0.0002132615130032
12279,Mesenchymal-like,IL6,4.160348,2.8497977,3.177629105252797e-05,0.000231184030556
12282,Mesenchymal-like,ADTRP,4.110482,2.099672,3.948333915683248e-05,0.0002845067405272
12283,Mesenchymal-like,COL14A1,4.0511417,5.070919,5.096830928671887e-05,0.0003646473814052
12284,Mesenchymal-like,ABI3BP,3.951745,4.1228294,7.758341049005801e-05,0.000549838193873
12286,Mesenchymal-like,MCTP1,3.9456096,1.0982455,7.959723174749416e-05,0.0005601562196809
12287,Mesenchymal-like,METRNL,3.9432437,1.3204726,8.038685970574133e-05,0.0005630819103109
12289,Mesenchymal-like,PLXDC1,3.8149383,4.468938,0.0001362169410432,0.0009497347833852
12290,Mesenchymal-like,TTN,3.7289712,3.6475391,0.0001922630975838,0.0013282028667948
12291,Mesenchymal-like,CNN1,3.6721756,4.7539887,0.0002404943443033,0.0016575948856789
12292,Mesenchymal-like,TNFRSF10C,3.6498265,2.1893225,0.0002624174659854,0.0018045694236258
12294,Mesenchymal-like,C11orf96,3.5632203,3.6709592,0.0003663331437413,0.0024851248399753
12295,Mesenchymal-like,ACKR4,3.5519829,4.7895546,0.0003823396553594,0.0025878809931298
12296,Mesenchymal-like,IL1B,3.5295024,1.6848983,0.0004163418545645,0.0027979701170623
12298,Mesenchymal-like,COL4A1,3.4887412,2.7882588,0.0004853006675175,0.0032482791345843
12299,Mesenchymal-like,CPVL,3.4052474,1.1391001,0.0006610413371654,0.0043663519902247
12301,Mesenchymal-like,RP11-350N15.5,3.3916743,1.779447,0.0006946696574634,0.0045485761049562
12303,Mesenchymal-like,LIF,3.3286955,1.1827585,0.0008725375369889,0.0056517915299153
12304,Mesenchymal-like,LINC00519,3.2751079,2.616809,0.001056216207361,0.0067832051526044
12308,Mesenchymal-like,MXRA5,3.2327516,2.7456074,0.0012260410565587,0.0078072635567757
12309,Mesenchymal-like,PAMR1,3.1899414,4.91793,0.0014230168174294,0.0089769921173574
12310,Mesenchymal-like,APBA2,3.1725688,1.1489826,0.0015109681594427,0.0094419836021609
15060,Basal Progenitor,CALML5,44.502747,4.5607257,0.0,0.0
15061,Basal Progenitor,RPL13A,39.742348,2.2948499,0.0,0.0
15062,Basal Progenitor,SAA1,37.95246,4.394836,0.0,0.0
15063,Basal Progenitor,MGP,37.316418,4.2178683,8.890946168595508e-305,6.694882464952418e-302
15064,Basal Progenitor,SCGB2A2,36.306705,6.1431746,1.268133325144881e-288,7.639235150672762e-286
15065,Basal Progenitor,CRYAB,35.94997,3.304317,5.066619498737505e-283,2.543442988366228e-280
15066,Basal Progenitor,B2M,35.046997,1.9329618,4.3325016509438325e-269,1.8642135675204034e-266
15067,Basal Progenitor,PRSS21,34.338585,4.4112644,2.085191996210418e-258,7.850747865732225e-256
15068,Basal Progenitor,KRT15,31.384577,3.099027,3.2852925847183526e-216,1.0994779183524091e-213
15069,Basal Progenitor,RARRES1,31.155668,2.896365,4.250350460725541e-213,1.1638232352459393e-210
15070,Basal Progenitor,SAA2,30.389612,3.731329,7.534933163052287e-203,1.891268223926124e-200
15071,Basal Progenitor,S100A1,30.08063,3.8288214,8.684271767671911e-199,2.0120789664790615e-196
15072,Basal Progenitor,SCGB1D2,29.531347,6.2146096,1.1400849957930456e-191,2.452811433806181e-189
15073,Basal Progenitor,ZG16B,29.365725,3.210889,1.5051726195208205e-189,3.022386619997808e-187
15074,Basal Progenitor,SCGB2A1,28.95493,6.309709,2.4326682314094416e-184,4.579497945628274e-182
15075,Basal Progenitor,PPP1R1B,28.822432,4.4481435,1.1230740199639243e-182,1.9898229106654944e-180
15076,Basal Progenitor,GLYATL2,27.391203,4.014175,3.491121523894485e-165,5.841810016650105e-163
15077,Basal Progenitor,CEACAM6,27.08495,4.260619,1.481176912367962e-161,2.3480551895012107e-159
15078,Basal Progenitor,SLPI,25.326397,1.9849254,1.635798628241519e-141,2.4635127341317275e-139
15079,Basal Progenitor,TACSTD2,24.96351,1.6527889,1.5233810812873287e-137,2.1849637223035398e-135
15080,Basal Progenitor,SGK1,24.84593,2.6038527,2.861455315754016e-136,3.91759245956868e-134
15081,Basal Progenitor,SDC2,24.711016,2.5662558,8.143167457746593e-135,1.0664008862057712e-132
15082,Basal Progenitor,KRT6B,24.071693,2.2872977,4.948634557326615e-128,6.210536369444902e-126
15083,Basal Progenitor,TIMP3,23.582603,1.85732,5.814095617902702e-123,7.0048224004491744e-121
15084,Basal Progenitor,NBL1,23.381094,3.236198,6.6556184443850885e-121,7.710277982495343e-119
15085,Basal Progenitor,GPNMB,21.666035,3.8241935,4.291533536743348e-104,4.7874440787670225e-102
15086,Basal Progenitor,SPON2,21.280355,3.6480548,1.7263093277968066e-100,1.8570156054728504e-98
15088,Basal Progenitor,CXCL17,21.037369,2.3109663,2.984872680114561e-98,2.996812170835019e-96
15089,Basal Progenitor,IGKC,20.769682,1.2917349,8.139618138377808e-96,7.908558010578696e-94
15090,Basal Progenitor,HLA-DQA2,20.43576,2.6383471,8.042960657540681e-93,7.570436718910167e-91
15091,Basal Progenitor,LCN2,20.271587,2.2843735,2.2914588851041172e-91,2.091477018767758e-89
15092,Basal Progenitor,SYNM,20.007591,3.7773337,4.729552344926009e-89,4.189826959681511e-87
15093,Basal Progenitor,KRT14,19.864616,1.9653796,8.23788672158556e-88,7.089289944404488e-86
15094,Basal Progenitor,PI3,19.721306,3.1882637,1.4152490901390564e-86,1.184091738749677e-84
15095,Basal Progenitor,VTCN1,19.676363,2.1871758,3.438068910832002e-86,2.7987739349799976e-84
15096,Basal Progenitor,KLK6,19.499964,1.7746993,1.0985996966211215e-84,8.707848121638995e-83
15097,Basal Progenitor,TIMP1,19.37385,1.4424858,1.2829492286902592e-83,9.90831558157708e-82
15098,Basal Progenitor,CDK6,19.23654,1.7550178,1.8302322480937665e-82,1.3781648828146063e-80
15099,Basal Progenitor,CD74,18.90633,1.3996218,1.0115731483738613e-79,7.254424578338261e-78
15100,Basal Progenitor,CHI3L1,18.643625,2.049271,1.4226482442639603e-77,9.965154678425695e-76
15101,Basal Progenitor,TNFRSF11B,18.46167,2.4444838,4.201446527089969e-76,2.8760811226352254e-74
15102,Basal Progenitor,AC006262.5,18.331762,5.7011724,4.617041486505269e-75,3.0903397683008604e-73
15103,Basal Progenitor,C6orf15,18.093868,1.2097745,3.561845752150399e-73,2.3322346533645655e-71
15104,Basal Progenitor,GNG4,17.935385,2.3935516,6.243044012111629e-72,4.0008613966979206e-70
15105,Basal Progenitor,KRT16,17.237238,1.6416051,1.3954810347348107e-66,8.4063777532425e-65
15106,Basal Progenitor,RHCG,17.21175,2.6557503,2.167795826868759e-66,1.2556540443324431e-64
15107,Basal Progenitor,C2orf40,17.112087,2.43659,1.2060115058859974e-65,6.853786142884194e-64
15108,Basal Progenitor,ISLR,16.344185,2.546874,4.785272667692129e-60,2.620589322743399e-58
15109,Basal Progenitor,AQP1,16.3073,3.5244725,8.757849008052515e-60,4.710471645045388e-58
15110,Basal Progenitor,IGHG3,15.854168,2.4831774,1.3155833080705888e-56,6.951819164751953e-55
15111,Basal Progenitor,ZNF90,15.542774,1.342053,1.7810475932560467e-54,8.940858918145354e-53
15112,Basal Progenitor,PDZK1IP1,15.310247,1.1488609,6.5315470425432765e-53,3.173067692280701e-51
15113,Basal Progenitor,GPM6B,15.12599,1.8148532,1.0914744838498504e-51,5.136751789618359e-50
15114,Basal Progenitor,PALMD,15.070575,2.6753278,2.5290348533491726e-51,1.1719158428134933e-49
15115,Basal Progenitor,CCL28,14.965276,2.0863655,1.2380904751830825e-50,5.565863449629021e-49
15116,Basal Progenitor,MT1X,14.248446,1.0819335,4.5836639574920565e-46,1.9174994222175104e-44
15117,Basal Progenitor,GPRC5A,14.051567,1.4672117,7.534797535826558e-45,3.066866240258053e-43
15118,Basal Progenitor,CLDN1,13.920483,1.991541,4.756787619586054e-44,1.8851900408148945e-42
15119,Basal Progenitor,LGMN,13.718365,1.1512353,7.882268073291686e-43,3.0832975891889035e-41
15120,Basal Progenitor,AZGP1,13.426189,1.0196921,4.247077220859479e-41,1.6400252037472755e-39
15121,Basal Progenitor,AARD,12.80599,1.0945321,1.517770673632857e-37,5.643858356768105e-36
15122,Basal Progenitor,SATB1,12.6846285,2.155066,7.195442981673598e-37,2.580080269142962e-35
15123,Basal Progenitor,WFDC2,12.308969,1.4513428,8.105281268637508e-35,2.872130256604256e-33
15124,Basal Progenitor,HIGD1A,12.205223,1.2321073,2.9150925949657634e-34,1.0209603367484743e-32
15125,Basal Progenitor,CA2,11.558434,1.7711823,6.6918229598002016e-31,2.239530083879801e-29
15126,Basal Progenitor,SPP1,11.206561,2.2148964,3.7861930338818053e-29,1.2531882876980216e-27
15127,Basal Progenitor,FABP3,10.801192,4.0848174,3.3976197201926034e-27,1.1003903867978626e-25
15128,Basal Progenitor,RIC3,10.275534,2.9674308,9.084007104665404e-25,2.8501072290887704e-23
15129,Basal Progenitor,IGHG4,10.16507,1.4197612,2.839190966908864e-24,8.816127002401544e-23
15131,Basal Progenitor,CD14,9.889755,2.0943406,4.6115190902293706e-23,1.3752371781951352e-21
15132,Basal Progenitor,CRISPLD1,9.846384,3.943663,7.10545798625505e-23,2.077829073262157e-21
15133,Basal Progenitor,MALAT1,9.741231,1.1031177,2.0110248337548285e-22,5.768768380256709e-21
15134,Basal Progenitor,KLK5,9.591739,1.4630711,8.661307446895942e-22,2.4381175729019228e-20
15135,Basal Progenitor,ATM,9.274344,1.1111697,1.7871512501415282e-20,4.938439968280993e-19
15136,Basal Progenitor,IGHA1,9.230924,1.3140737,2.68308406522715e-20,7.346772004058341e-19
15138,Basal Progenitor,NPY1R,9.006955,6.0889053,2.1185633206290677e-19,5.697422072977456e-18
15139,Basal Progenitor,C8orf4,8.910172,1.0189431,5.095313445794516e-19,1.3581490352861134e-17
15140,Basal Progenitor,RPPH1,8.4851465,2.4273098,2.154469177985355e-17,5.453160642094024e-16
15142,Basal Progenitor,SPTSSB,8.279903,1.110196,1.2327478533931467e-16,3.043472569196851e-15
15143,Basal Progenitor,RP11-596C23.2,8.261032,2.4277382,1.4441811598237855e-16,3.536482645031904e-15
15144,Basal Progenitor,SORBS2,7.9753323,1.5484219,1.5197153860932309e-15,3.6619061943302495e-14
15146,Basal Progenitor,IGLC3,7.8723907,1.2182008,3.4792683468474646e-15,8.25161910291698e-14
15148,Basal Progenitor,GK,7.2224584,1.5961133,5.105595846603178e-13,1.1063348697819259e-11
15152,Basal Progenitor,PI15,6.7381434,2.4798958,1.6042321925364727e-11,3.1999651416687787e-10
15154,Basal Progenitor,PIP,5.8782473,1.367496,4.146332533681184e-09,7.09588272241348e-08
15155,Basal Progenitor,LYZ,5.757062,1.5770749,8.559055033568698e-09,1.4483075146690402e-07
15156,Basal Progenitor,C1R,5.6408653,1.1660494,1.6919754600983134e-08,2.847055913863754e-07
15158,Basal Progenitor,C1orf56,5.548341,1.277569,2.883932888929621e-08,4.695354519705956e-07
15161,Basal Progenitor,SCRG1,5.3431892,2.7933326,9.132524286775235e-08,1.425241614081192e-06
15162,Basal Progenitor,GDAP1,5.252145,1.5470771,1.5033800618514814e-07,2.300470677187824e-06
15165,Basal Progenitor,HTN1,4.9227257,6.841525,8.53469518711328e-07,1.224119138265962e-05
15166,Basal Progenitor,IRF9,4.8924203,1.3194928,9.9603394433013e-07,1.408476169165423e-05
15168,Basal Progenitor,CSF1,4.7381883,1.1932592,2.156373603865701e-06,2.965752189426252e-05
15169,Basal Progenitor,STC1,4.707694,1.3853502,2.5053479918968094e-06,3.3991478160329684e-05
15171,Basal Progenitor,EDN2,4.4868813,1.0505431,7.227334033550916e-06,9.342802621912172e-05
15172,Basal Progenitor,SPRY1,4.4227495,1.2986406,9.745278678550482e-06,0.0001254392281187
